Unnamed: 0,reviews,clean_sentence_training,textblob_polarity,sentiment_textblob
843,"✅ Trip Verified |  Antigua to Gatwick. Apparently it is necessary to pay extra to get a decent seat by priority booking despite having paid the full cost of world traveler plus. We checked in as soon as the online check in was available to find that only 4 seats (for the 4 of us) remained unbooked. We had to take 2 seats on the front row where the seats had no under seat storage and were as narrow as the economy seats, and 2 on the back row where we were constantly bothered by the adjacent toilets. Only 1 loo each side between the economy and economy plus meant that there were always queues of people leaning against us. Cabin pressure was uncomfortably low, overnight temperature was stifling hot and few people got any sleep at all. Breakfast was a hard cold half sandwich with a hurried cup of tea or coffee. Impossible to get any drinks or refreshments between the service rounds. Tatty seat covers, broken foot rest, malfunctioning entertainment, broken tables requiring us to hold our food and drink between our knees. When asked for help the stewardess told us she didn't have a screw driver to fix these things and it was an old plane with lots of this type of issue.",foot toilet sleep cover checked Breakfast leaning pressure side type plus issue traveler coffee lot stewardess world always When thing online overnight extra entertainment half Cabin broken stifling remained people take food plane malfunctioning meant Only refreshment booking service necessary queue help despite soon screw find Gatwick drink front rest adjacent check Tatty driver table storage available uncomfortably Trip Apparently told hold decent round seat Antigua Impossible back requiring cold full hard economy unbooked asked temperature narrow knee hurried Verified cost priority constantly bothered paid sandwich,-0.12,Partially Negative
844,"✅ Trip Verified | I understand completely why there is air rage in the skies when companies such as BOAC go out of their way to make the travel experience an stressful and unpleasant as is humanly possible. I paid $813 to fly r/t LAX-BUH and yet they want an extra $150 to have a desirable seat. I understand if you check-in 24 hours before departure you receive a seat from those available, but why is it they assign you the worst seat available when betters are there? In my case, they assigned me a middle seat on a 787 when both of the adjacent aisle seats are available to assign. It is baffling. The ground crew and the inflight staff are excellent but can do little with the oppressive business decisions their executives make - everything comes down to make every penny they can. And why am I flying BOAC? They owed me £25 from the last flight b/c the inflight entertainment system was inop for 1/2 the cabin and so we all had to sit in the dark with nothing to do for a twelve-hour flight. On top of that, their seats have so little padding and cushion that only the plumpest can sit in their seats longer that 15"". For normal-sized adults, it is as agonising as the rack must've been. And of course you only get compensation by patronising them again. Now I know: ever a free ticket on BOAC is overpriced.",desirable every ticket system understand little inflight crew cabin They know executive receive want inop compensation dark longer extra entertainment possible stressful travel last normal baffling must BOAC ever penny flying adult patronising departure flight experience adjacent agonising rage completely come check everything business case available rack sky twelve Trip owed decision hour ground cushion aisle seat make assign humanly plumpest unpleasant overpriced staff worst course assigned nothing company Verified padding sized free oppressive better middle excellent paid,0.04,Neutral
845,"✅ Trip Verified | London to Miami. Worst long haul business class. That annoying divider, the ridiculous fold down footstool and the worn out seats! The service is non-existent, unless they are serving you the meal. If you want a snack or drink get out your seat and hunt down a cabin member, they don’t ask you if you need anything between meals. The toilets are dirty and basic. I’m a Gold Member but giving it up to fly other more updated airlines. They’ve crammed as many business class seats as possible at the expense of comfort and it’s not like they’re cheap.",giving serving toilet possible seat basic annoying Gold airline unless drink comfort need like expense Member meal business hunt Worst anything cheap worn fold class divider haul cabin many They footstool Miami ridiculous Trip want dirty crammed existent Verified snack London service updated member long That,-0.19,Partially Negative
846,"✅ Trip Verified | I used avios point to upgrade from economy to premium economy. They get a wider seat and a few more inches leg room. Boarding was straight forward and the premium cabin had plenty of overhead locker space, water and juice was served before takeoff but no champagne. The staff were well turned out but rushed, as the premium cabin was served by the economy cabin crew. A hot meal was served an hour after take off, which was a good piece of beef with stewed vegetables, chocolate mousse and biscuits & cheese. Quality red and white wine was served. The inflight movie selection was OK. A light snack of biscuits and crisps was served before landing along with coffee & tea. Getting off the planes was slowed by immigration staff coming onto the plane to inspect all passports. Not my best flight.",well stewed seat wine best flight biscuit inch coming premium avios inflight room staff mousse served take good inspect slowed beef crew used economy meal light immigration locker plane passport white cabin piece point vegetable They takeoff plenty turned crisp space forward Trip Quality along movie coffee Verified rushed cheese upgrade snack Getting juice hour onto chocolate water Boarding straight selection landing wider overhead champagne,0.43,Partially Positive
847,"✅ Trip Verified | Boarding was fairly quick, the well turned out staff quickly got people on board and bags stored. I was lucky that no one was sitting next me, so I had some more room. The pre take off drink was water or orange juice.  Within an hour of take off a hot meal of beef - salad was served with a good dessert. Wine selection was very American with jug wines. The movie selection was OK. The PE seats are more comfortable than economy, the extra 4 inches of width make a huge difference. The 2nd meal on this flight was a snack of crisps and cookies. ",well difference wine seat make flight drink inch comfortable board Within American room quick staff people sitting take served salad good fairly beef stored meal economy bag quickly huge orange turned crisp Wine Trip movie Verified width snack cooky juice hour water lucky next Boarding dessert selection extra,0.31,Partially Positive
848,"✅ Trip Verified |  Bangalore to London. Ground experience not great - at LHR automated bag drop didn't work and it wasn't clear why; slow-to-react assistance eventually came and identified travel visa to India needed to be validated. At BLR, no online check-in available and slow process. Plane decor extremely run down and shabby, various pieces of the interior trim (bulkheads etc) rattling  and latches for bassinet shelves not locking. Row 12 so bulkhead seat and legroom excellent, however this comes with the hassle of not being able to leave anything on the floor for takeoff and landing; the stowage racks are never big enough to hold the blanket and pillow provided. Seat itself could have more width (I kept bumping the VOD control and I'm quite slim), recline limited and footrest could extend more. No USB power in seat which seems crazy in this day and age. VOD itself is atrocious; tiny screen (folding out of armrest on bulkhead seats), low resolution, visible gridlines and very little choice (hardly the latest movies). To top it off, on outbound leg the VOD stopped working altogether and resisted many resets. Customer service forms were handed out so I await the outcome of that. Food volume OK, quality poor (scrambled eggs in breakfast smelled terrible!), plenty of drinks on outbound leg but not inbound, cabin staff seemed indifferent on inbound leg. Insufficient lavatories for Premium Economy and Economy.",extend clear bumping control able identified however little breakfast validated bassinet egg came stopped needed cabin many tiny poor pillow assistance inbound scrambled resisted recline width hassle seems stowage resolution working handed online legroom visa travel limited process smelled anything reset locking shelf latch footrest Economy trim quality choice kept provided folding service crazy outcome blanket volume lavatory work various outbound hardly floor drink extremely experience power leave terrible come Insufficient check react decor atrocious available screen rack latest could await Plane Food Trip drop slow indifferent automated rattling bulkhead landing enough hold Bangalore seat seemed shabby staff form Ground India gridlines visible Seat piece never takeoff eventually plenty movie slim Verified Customer quite London Premium armrest interior excellent altogether great,0.01,Neutral
849,"✅ Trip Verified |  Barcelona to New York via London. I was in Barcelona for just four days so had one small bag which they asked me to check. My flight from Barcelona to London was delayed causing  passengers to miss their connections. When I finally got a flight, we taxied for an hour and then were told we needed to return to the gate as the luggage was loaded incorrectly. It took me nearly 24 hours to travel from Barcelona to JFK.  When I arrived, my luggage wasn't there so I filed a claim. I called and emailed every day and they couldn't find it even though I had a tag number and and documentation. Eight days later, they finally contacted me and gave me a six hour window for bag delivery. The final insult is that I was expected to file a claim for my missing personal property within seven days. As a result, they have offered me no compensation for damages. ",find every number though taxied Barcelona flight travel finally incorrectly arrived property day filed York gave documentation passenger personal check expected gate called asked needed file within causing luggage miss claim even small Trip insult contacted seven final Verified missing told connection emailed Eight nearly London hour took later window damage result offered When loaded delivery compensation return four delayed,-0.06,Partially Negative
850,"✅ Trip Verified |  Gatwick to Fort Lauderdale. Charging to choose seats, even within 24h prior take off, is outrageous. So if someone decides to carry only hand luggage one cannot choose a seat without paying extra charges?",paying seat Gatwick decides Charging someone choose without take cannot within prior luggage even Trip carry hand Verified Lauderdale Fort outrageous charge extra,-0.33,Partially Negative
851,"✅ Trip Verified |  We recently flew from London to Bologna, the aircraft was full and they requested that people place their cabin bags into the hold with checked in luggage to save space. So we did, when we arrived my carry on bag which has accompanied me on many flights over the past 3 years was damaged and beyond repair or use for our further journeys. So I approached the damaged/lost baggage area, lodged a claim and provided all the evidence, explained that we were continuing to travel and needed to replace the bag asap. I was advised by the representatives to ring BA service line. Made the call spoke about replacing the bag and what was reasonable and did that and submitted a claim. Well it is still going, despite replacing the bag with a cheaper version the total cost has not been refunded. They instead asked me to produce receipts from 3 years ago and then offered me half the money due to depreciation. Despite a good flight etc have this ongoing angst of the money they refused to refund.",explained line checked baggage reasonable aircraft save depreciation representative total needed cabin many They version year claim space area recently refunded half travel Well arrived repair still people receipt accompanied instead Made ongoing approached continuing spoke provided service money despite replace asap flight journey evidence good advised Trip carry submitted lost offered requested hold produce refund past going call angst lodged beyond damaged full place asked bag replacing Despite flew Bologna luggage cheaper Verified ring London cost refused,0.17,Partially Positive
852,"✅ Trip Verified |  
Venice to London City. Really we had a great experience with British Airways. We enjoyed very much flying with British Airways. Lovely staff and great service.",London much staff Airways service flying Trip enjoyed Really Lovely City Verified British great experience Venice,0.4,Partially Positive
853,"✅ Trip Verified |  San Francisco to London. Terrible service and food. Cramped uncomfortable seats and terrible entertainment, in one of my flights it wasn’t working. The crew couldn’t care less, I will not fly with them again !!!",care le Cramped London entertainment seat Francisco service terrible uncomfortable flight Trip working food crew Verified Terrible,-0.83,Negative
854,"✅ Trip Verified |  Heathrow to Vancouver. The seats booked not given, took 3 months to respond to a complaint after submitting multiple messages to them for an update. A dirty plane, fantastic front line staff I would never fly BA again.",seat complaint line front staff would plane never submitting message Trip dirty Vancouver month Verified booked fantastic took multiple update Heathrow respond given,-0.12,Partially Negative
855,"✅ Trip Verified |  London to Bucharest. First class ground staff but in the air it's quite a disappointment. The basic economy seats have so little cushion it is agony to sit for longer than 15"" in them. And £1.95 for a can of coca-cola? ",cushion seat basic little Bucharest staff agony economy class cola Trip Verified quite London First coca ground disappointment longer,-0.13,Partially Negative
856,"✅ Trip Verified |  I forgot I had purchased a hand baggage only fare. At the airport I was charged more than 60 euros for my bag which came out as almost as much as the fare itself cost. The staff at check-in could not have been less helpful. The whole experience was of a bad low-cost airline. Boarding process saw me in Category 5 having to board last, not so much as a glass of water is offered. The seats have very little legroom and just one toilet for the A319 economy cabin. ",le legroom toilet seat airline almost euro last baggage board experience little much staff whole charged process check purchased economy came cabin could fare airport forgot Trip hand Verified Category A319 cost water helpful offered Boarding glass,0.04,Neutral
857,"✅ Trip Verified |  When the passenger in front reclines his/her seat, it makes it very difficult to get in and out of one's seat. As the arm rests do not go all the way up, the middle/window seat passengers have to climb over. There is little leg room and no leg rest. The Boeing 777 IFE screen is smaller than the ones on the British Airway's 747-400s and could do with an upgrade. The saving grace on this flight was the excellent service from a dedicated and very professional flight crew.",Boeing seat make flight professional smaller one front rest British little difficult room saving passenger climb crew screen 400s could Trip Verified upgrade dedicated window Airway service When grace reclines middle excellent There,0.06,Partially Positive
858,"✅ Trip Verified |  Boston to London. World Traveler seats. Nice headrest. Legroom okay but overall very cramped especially when the passenger in front reclines his/her seat. The seat back was almost in my lap making it impossible to read British Airways' magazine or even use my iPad. We ordered special meals (Halal and low sodium). The Muslim meal (chicken tikka masala with naan) was restaurant quality. Flavorful and not spicy hot. The gulab jamun dessert was also restaurant quality and just like mom's. The low sodium meal - herb roasted chicken, tomato rice, petite broccoli, diced red pepper and carrots was delicious. Dessert consisted of fresh blueberries and blackberries. The IFE was very good. Bright and clear LED screens with a good selection of entertainment and movies in several languages. ",jamun carrot entertainment several Dessert making seat okay pepper clear cramped Nice back headrest almost tikka front sodium British special fresh broccoli language spicy Bright Airways good Muslim like passenger delicious magazine meal World herb screen masala Halal Boston blackberry restaurant even gulab petite Trip also chicken movie Verified quality Flavorful Traveler impossible ordered London rice diced iPad especially dessert tomato blueberry selection reclines naan consisted roasted overall read Legroom,0.2,Partially Positive
859,"✅ Trip Verified |  London to Athens. We were fortunate to get exit row seats in advance. They were spacious with plenty of legroom. They had more width than the cramped Boeing 747-400 that we had just flown in on. We each had a carry on; however, during the transit process, British Airways ground staff made us check one of our carry on bags.  I have no idea what criteria they used to select passengers to check their carry on bags. Bare bones service, no meals (which is okay), no complimentary soft drinks or water. Bottled water was available for purchase. In hindsight, we would have been better off flying on Aegean Airlines.",Boeing legroom seat okay cramped idea drink hindsight however British staff Airways would process passenger purchase check used meal Athens transit advance bag soft available made They plenty Airlines flying Trip flown select carry Verified Bottled Aegean criterion width London water service spacious exit complimentary fortunate bone better ground Bare,0.28,Partially Positive
860,"✅ Trip Verified |  London to Johannesburg. So impressed by the lady that checked us in. Something went wrong with my booking, I was supposed to fly at 18:10 (with my boyfriend) back home to South Africa after our visit in UK, but somehow my ticket was booked at 21:10. We didn’t even notice that until she had brought it up at the check-in. I was so shocked by the fact that I would be traveling all by myself (It’s my first trip overseas). She was so willing to help and she fixed it within a matter of 1 minute. We obviously thought that we would not be able to sit next to each other. With grateful hearts we were checking in our bags. When she gave us our boarding passes she mentioned that we have the best seats on the aircraft! How awesome is that! Thank you British Airways and their helpful staff.",overseas brought mentioned awesome obviously ticket seat best fixed back South Thank able checked notice traveling British aircraft supposed home fact went would minute checking gave Airways With staff check Johannesburg thought bag within matter Africa lady boarding somehow first grateful pass wrong even trip Trip Verified heart visit booking booked London impressed next helpful When willing shocked help Something boyfriend,0.22,Partially Positive
861,"✅ Trip Verified |  Newark to Bangalore return via London on BA premium economy (World Traveler Plus). I paid about 40% more for premium economy (about $600 extra) so approximately $150 per leg. Was it worth it? I'd say broadly yes, though I wouldn't want to pay very much more than that and it would be harder to justify if only one leg of 6-7 hours was involved. Before Boarding: Premium economy does get a standard 2 checked bag allowance whereas economy is 1 bag though there are numerous exceptions where they allow 2 (and India to US/Canada is one of those exceptions though it isn't clear if it applies for travel originating at either end). So I am not sure if I got an extra bag or not but I did use the 2 bag allowance Boarding: You board in Zone 3 after First/Business & the oneworld elites. That is helpful as you do get dibs on the overhead storage - if it doesn't fit in premium economy you can always put it in front or behind before economy begins boarding. This means you also get off fairly quickly - which can help if you're in a hurry to get through security at Heathrow for a connecting flight or through immigration at your final destination. In Flight: There is a welcome drink for premium economy (champagne, juice, water depending on the departure time). There is also a hot towel service also. 787 cabin: The 787-9 has a nicely done premium economy cabin. 2-3-2 seating as opposed to 3-3-3 in economy. So a somewhat wider seat. Seat pitch is also decent. These are new style slimmer seats though possibly less cushioned than what you get on older seats - but seat was comfortable. The food tray comes out of the armrest and there is some seat back storage (though not much). There is a small drinks tray built into the front of the arm rest which you share with your neighbor. There is a recliner style footrest with support for the calf. You do get a noise canceling headset which is nice and a basic amenities kit with eyeshades, socks and toothpaste. The seat back screen is large and easy to use. There is no restroom in the cabin but one immediately behind in economy - so not a long walk 777 cabin: 777 has a 2-4-2 seating in premium economy (same as club world) as opposed to 3-3-3 in economy. The 777 version used on the LHR-BLR sector has a very small premium economy cabin - just 3 rows of seats. This gives it a sort of cosy feel. You do have to walk all the way through the economy section immediately behind you to get to the restroom. Economy looked pretty full on both the legs on the 777 but premium economy was not full - and I had the seat next to me vacant on both legs. That helped me stretch out for sure. The seat back screen on the old 777 is much smaller and the seats are older but possibly more cushioned than the slimmer 787 seats. Food: Nothing much here. I didn't think it was all that different from what a regular economy meal would have been. It was OK - nothing to write home about. All in all, for such a long journey, the premium economy product did offer some additional comfort along with the early boarding and baggage. Worth it on extra long haul like US to India. Bit harder to justify on shorter flights or fewer legs.",feel standard security clear immediately large sector give comfortable approximately checked different destination premium baggage depending amenity would additional World worth sure cabin share haul numerous Nothing allowance version built possibly style small want along final neighbor think oneworld cushioned seating always First world mean restroom There champagne behind That extra fewer Newark le though travel Canada towel comfort walk justify offer done like vacant applies welcome noise food early boarding sort This footrest Economy pretty helpful service Worth Heathrow return nicely departure help overhead somewhat helped recliner allow basic product flight journey smaller drink These front rest board much Flight shorter come elite Zone calf Before broadly storage quickly screen row nice leg Food Trip also hurry toothpaste Traveler hour Business exception water involved next dibs either write decent Bangalore seat eyeshade club back stretch begin tray looked whereas home full time fairly older support economy canceling used immigration India meal Seat section Plus nothing originating pitch sock Verified opposed regular connecting London juice Premium headset slimmer cosy Boarding long armrest harder easy wider paid,0.13,Partially Positive
862,"✅ Trip Verified |  London to Berlin scheduled for 21st December. On approach to the airport, I got a message saying that my flight was canceled. No explanation was given. As I arrived at the airport, staff acted very confused and said their rerouting center is closed for the evening due to issues, and if I wanted to travel in the next days ahead of Christmas I should book my own travel with another airline or train company (e.g. Eurostar). My costs would  be reimbursed. The airport staff also said no further help from British Airways is available on the day to due airport issues. I felt the only way out was to rebook myself with a different airline for a hefty +300 GBP fare for a short haul flight for the next day. As it was Christmas, prices were very high. After I arrived at my destination, a lengthy exchange of messages with British Airways started, and British Airways said in the end they do not compensate costs for rerouting with a different airline (opposite to what their airport staff said on the day of cancellation). ",Christmas wanted scheduled After flight lengthy travel ahead airline hefty canceled high arrived cancellation 21st Eurostar day British approach different price destination staff saying would confused evening Berlin closed Airways exchange short compensate available haul acted felt message another company airport fare started Trip rerouting issue also Verified book explanation rebook London cost opposite next December reimbursed said train help center given,-0.0,Neutral
863,"✅ Trip Verified |  London to Mumbai. I have had my battles with the leadership at BA because they would not let me book my seat and pay with their Airmiles. Now they have finally relented and this will please many who earn Airmiles through their credit cards. This is just to illustrate that I boarded BA199 with a slightly negative mindset, a mindset which was changed quickly. Although I travelled Economy, the seat was comfortable, the service excellent, as was the food. If I have a minor quibble, the choice of films seems to have been reduced with many quite old. Is this BA's attempt to reduce costs, because it is quite obvious and detracts from the overall quality of their product. I was particularly impressed with the trouble the cabin staff took to warn us not to take any single-use plastic (e.g. water bottles, duty-free carrier bags) into the terminal where they could result in a stiff fine. Having been grumpy about several aspects of BA's service in the past, I will be writing to the leadership to thank them for the improvements.",credit earn attempt BA199 comfortable Mumbai writing slightly would negative battle cabin many Although leadership carrier improvement seems single terminal finally Having duty boarded take food This trouble please Economy travelled quality choice took service grumpy aspect plastic overall warn product film Airmiles fine detracts quibble minor reduce quickly card reduced could Trip thank water result stiff past several seat staff changed obvious bag particularly mindset Verified book illustrate quite London relented cost impressed free excellent bottle,0.16,Partially Positive
864,✅ Trip Verified |  Athens to Los Angeles via London. Worst flight experience. I had a ticket from October travelling 1st December. 24hrs they decide to cancel the flight and give me the alternative for another flight 3 hrs later. Athens to Los Angeles via London same day. When arrive at London I realize from the announcement screen that my flight was operated. After I heard the announcement last call before departure. I checked at the BA information desk and confirm my flight (the one was cancelled) I asked them and reply: We found aircraft 12 hrs before and rescheduled flight. I send email and I had same response twice: Flight never operated or rescheduled. I think they had overbooked flight and didnt care about it.,desk ticket Angeles operated confirm call After flight send information didnt realize give last cancel checked alternative experience aircraft Flight email arrive travelling Worst asked Athens October screen care never announcement found another heard Trip cancelled Verified 24hrs think London later twice December decide When response rescheduled departure reply overbooked,-0.33,Partially Negative
865,"✅ Trip Verified |  Our return journey from Sydney to London, which was approximately 22 hours in duration with a stop at Singapore airport, was faced with one major issue. We flew economy class with a two year old, whose inflight entertainment headphone socket wasn’t working. Having paid £723 for our two year olds ticket, you would except the inflight entertainment to be working on such a long flight. Having complained to the cabin crew they did their best but unfortunately the socket could not be fixed. We were offered to move seats to the only 2 seats available however there were three of us so this was not practical. The cabin crew gave us some First Class goodies including a bottle of champagne for the inconvenience caused and they also said that all they could offer us in monitory terms was £25. They said they would contact BA customer services on our behalf to complain and to expect more compensation than what the crew could offer us. By the time we had got off the plane and were in baggage claim, I had already received an email from BA C/S and that they would respond within 48 hours, which they did. However, all the could offered was a £20 voucher to use on another BA flight. I replied declining this and said this was as insult to what we had originally paid for the flight and explained what the cabin crew had said. I also said I had no intention of booking any foreseeable flights with any airline therefore an eVoucher is worthless to me. There was no other alternative or any means of reasoning. The flight was basic and the seats were uncomfortable. BA also offer WiFi on the plane but when you try to use it, they charge £4.99 per hour in economy class.",monitory ticket replied explained best customer Singapore approximately baggage alternative however inflight would crew inconvenience foreseeable cabin They term year claim whose issue already contact compensation First unfortunately goody working said mean There champagne entertainment three socket fixed Having move reasoning complain faced offer worthless plane behalf However major except booking expect service Class return respond basic journey flight airline therefore email Sydney available within could complained airport headphone voucher duration Trip also hour offered including caused charge received seat declining intention old gave time WiFi economy practical class flew another originally insult Verified London stop uncomfortable long bottle eVoucher paid,-0.04,Neutral
866,"✅ Trip Verified | I had flown British Airways from Leeds Bradford to London Heathrow as a part of my journey back home (Thailand) on the 12th December 2018. I arrived at Leeds Bradford 3 hours early so there wasn't a queue at the check-in counter. Check-in process took less than a minute as I already done online check-in, this means I just dropped my luggage. The staff at the airport were very friendly and helpful. I passed through the security control and waited for my aircraft. Boarding process is a mess as there wasn't priority boarding (I flew economy) and no boarding groups, luckily every passenger could board through front and rear door (as the aircraft parked on a remote stand). The aircraft was old but the cabin was modern and clean. The seat was comfortable and had a good wing view. The only downside was the seat was the second to last row at the back so the seat pitch was short (luckily I was only 176m tall so this wasn't a problem). The aircraft was delayed due to slow boarding process and the weather condition, but the crew were very friendly and very helpful. The captain always announce an information for whole flight to let all passenger know the cause of delay and flight information. As the flight departed the crew started on board service. I didn't buy anything as the food option was poor, expensive and they can only be paid by credit cards. It was one hour flight so I didn't expect the top service standard. The flight arrived at London Heathrow on time despite some traffic. Overall, the flight service and crew made this flights enjoyable and to improve this the food and the boarding process should be better.",second every security standard downside credit control friendly comfortable Bradford Overall aircraft door Airways option problem passenger crew short announce cabin condition know poor luckily already dropped always mess delayed mean online le passed arrived last tall done part process anything food early enjoyable boarding Check took expect delay stand helpful service Heathrow queue modern despite cause journey flight improve front weather board British 12th good clean check made card could started airport Trip flown slow hour remote rear group 176m view wing expensive seat information back Thailand home minute staff whole time economy flew luggage waited departed pitch Verified 2018 parked Leeds London captain December Boarding priority better counter traffic paid,0.08,Partially Positive
867,"Not Verified |  Gatwick to Tenerife. This aircraft either needs a refit or needs retiring! G-MEDK is by far the most uncomfortable plane I have ever been on. I paid extra for an extra leg room seat - 12A because I always feel happier without my knees under my chin for a four hour flight. I reckon it was no more than half an hour into my flight that the total lack of padding on the seat turned this flight into an ordeal. It was like sitting on concrete! I would imagine that when this aircraft was new (2005 I believe) the leather seating was quite yielding and comfortable but now with thirteen years of backsides compressing the padding, it was dreadful. I took the precaution of changing my seat for the return and sneaking on a seat pad purchased in Lanzarote which, coupled with there being no passengers next to me, made the flight in 11F a little more bearable. Staff were fine on the outward leg but a little tired by the time I returned at night ten days later. I normally travel Easyjet on this route but on this occasion, I used some Avios to make the flight less expensive. Easyjet offer two trolley runs but only 1 on these BA flights. With their diminishing attitude to customer welfare, I will not use BA on any lengthy flights as the service and comfort offered by Easyjet is, in my experience, far superior.
",feel chin imagine customer comfortable Avios day aircraft little room would With passenger total trolley backside year turned outward reckon yielding Lanzarote seating concrete superior later always Tenerife returned four dreadful 2005 extra le bearable lengthy half travel coupled comfort night offer changing believe leather like run plane This retiring ever Easyjet took sneaking service MEDK route return welfare tired Gatwick flight experience fine without attitude made refit compressing occasion hour next offered either happier expensive seat make thirteen normally precaution need sitting time purchased used ordeal knee Verified padding lack quite uncomfortable diminishing paid Staff,-0.06,Partially Negative
868,"✅ Trip Verified |  Booked a flight through Expedia for June 21019 from Denver to Paris via London on the promise that I could upgrade using Avios. After booking the flight and trying to upgrade, was notified that I could not upgrade the flight due to how I purchased the ticket, paid about $250 for early seat selection on both flights, after buy up to the front of the plane, was notified that my seats were changed to the back of the plane with no explanation, - but found out they gave the seats, that I paid extra for, to another party. Could request a refund, but wouldn't honor what they had sold me in the first place. They would not honor a refund either. Then I became ill and they chose not to refund my fare of $3380 plus paid for upgrades. ",ticket Then seat chose 3380 After flight back front Avios gave Denver would place purchased changed early plane notified Expedia first They plus found could another trying fare request Trip using Verified explanation booking upgrade June London Booked 21019 promise party honor selection Paris sold either became refund Could extra paid,0.09,Partially Positive
869,"✅ Trip Verified |  Johannesburg to London. I had a bulkhead seat on the upper deck. The only advantage is that nobody will step over you during the night. BA has been using the same configuration of seats in business for the last 20 years, and it is time for them to step up their game if they want to keep people flying with them. The business class seat is not wider than the premium economy seat, the difference is that it goes to a full bed. There is no room or to put down a glass other then taking out the table. As it was a late flight (10pm), the crew decided not to offer pre-dinner drinks. I ordered the quick meal option in order to get more sleep. Big mistake: you only get the appetiser (tiny) and the desert (even smaller). I was still hungry and they refused to serve me my main dish as they reserved it for the crew. The trays are removed when everyone else finishes, so much for getting more sleep. The crew never came back until breakfast. That flight was a total disappointment.",hungry wider dish difference seat mistake sleep appetiser flight smaller back drink last else premium decided tray night breakfast step room offer full quick people option time still nobody finish much total crew economy business meal came Johannesburg table configuration class main tiny never upper year game 10pm desert dinner even flying getting Trip want using keep serve everyone Verified late taking removed ordered London glass bulkhead refused order reserved disappointment go advantage deck There That,-0.04,Neutral
870,"✅ Trip Verified | London to Kuala Lumpur. This is my first time flying with BA to Kuala Lumpur on the Dreamliner 787. Was very excited for this trip as BA has made a come back to fly to Malaysia after stopping the service for many years. I paid to seat at the first row to have a longer leg room. I absolutely regretted and disappointed for the choice. I made a complaint to the crew that my seat (30B) has sunk and I felt uncomfortable to be sitting on this seat for the next 13 hours. Crew only offered me an extra pillow to seat on it, which didn't help either. The tv screen on 30B was also not working and I didn't watch anything during the whole duration of the flight. I would recommend to totally avoid sitting on all row 30 as the seats are so close to the lavatories that you can hear toilets flusing at all time. This will be my last time flying with BA unless the aircraft is changed to perhaps the A380. I am dreading on my next return flight back to London. Crews were friendly and helpful. No fault with that.",flusing toilet excited sunk seat complaint flight disappointed Malaysia avoid back unless last friendly aircraft hear room sitting would whole time come changed crew anything screen This made first many Kuala felt watch totally A380 year pillow trip flying extra Trip absolutely also Crew duration recommend dreading Verified close Lumpur choice London hour perhaps service next uncomfortable offered Crews helpful return working either longer stopping lavatory help regretted paid fault Dreamliner,0.02,Neutral
871,✅ Trip Verified |  Los Angeles to London Heathrow. Very poor customer service. I checked in 3 hours prior to my flight departure asked  can I have aisle seat and she just said no. I asked her why and she replied that they don’t have any. In the plane there is no place for my bag and the staff said sorry sir we don’t have space and you can put that underneath your seat. They served dinner and said we don’t have any more chicken so you can have pasta. I told him I don’t like pasta and do you have any vegetarian food. He said the pasta is vegetarian. ,aisle Angeles seat replied flight customer checked vegetarian Very staff served place like food asked plane underneath They poor prior dinner space Trip pasta chicken Verified told London hour sorry service Heathrow said departure,-0.26,Partially Negative
872,✅ Trip Verified |  Our flight from Seattle to London in November 6th was canceled due to technical problems. After waiting at the airport for 9 hours and staying in the line for 4 hours the BA associate couldn’t find us any immediate flight. They offered us a flight that would arrive in London late November 8th. It would take us 16 hours. Since the purpose of trip was to present a paper in a conference in November 8. I would have missed my presentation by the time we would arrive. My trip was supposed to be 4 days so by the time of arrival I had to return in less than two days. They advised us to cancel the flight and promised to refund our flight tickets as well as the expenses for our accommodation since it was to late to cancel our booking. I filed a claim online based on their instruction.  The customer relation phone number is disconnected. In fact the automatic voice mail says “please don’t chase a call”! The website link they refer to for tracking the claim has an auto message that the link dose not exist. After 1.5 months stressful attempt to connect with customer relations they finally responded by email to tell me that we are not going to receive any refund from them. ,well number ticket mail customer line attempt cancel day would dose problem Seattle expense They chase claim receive automatic online link le website After stressful finally supposed fact November waiting take relation present disconnected message staying please booking associate instruction return find flight presentation missed arrival email arrive Since advised airport trip Trip based month auto voice tell refer connect hour tracking offered conference refund going call paper canceled filed time purpose promised technical responded accommodation say exist since Verified late London phone immediate,-0.08,Partially Negative
